category,price_e_tax,price_i_tax,tax,quantity,upc,reviews
Horror,12.75,12.75,0.00,In stock (4 available),869d20b3b8128230,0
Horror,47.51,47.51,0.00,In stock (4 available),70b585c9d0f15725,0
Default,20.44,20.44,0.00,In stock (4 available),5212c6acea3359e5,0
Horror,34.79,34.79,0.00,In stock (4 available),81d4191030b9704b,0
Classics,28.07,28.07,0.00,In stock (4 available),deda806b68b0aa11,0
Horror,25.01,25.01,0.00,In stock (4 available),670a2773607d785d,0
Default,13.90,13.90,0.00,In stock (4 available),ac337893a9fe0085,0
Young Adult,24.17,24.17,0.00,In stock (4 available),eff24325e0ede639,0
Fantasy,31.63,31.63,0.00,In stock (4 available),5a6b7155f2797537,0
Fantasy,48.75,48.75,0.00,In stock (4 available),73f4f87dd936ee5c,0
Fantasy,14.74,14.74,0.00,In stock (4 available),c7c4f55b7321cba7,0
Classics,32.49,32.49,0.00,In stock (4 available),23310ce84d3c9f85,0
Nonfiction,27.80,27.80,0.00,In stock (4 available),ddbc5530d2939d49,0
Historical Fiction,26.77,26.77,0.00,In stock (4 available),5eff05e59f905a49,0
Sequential Art,50.44,50.44,0.00,In stock (4 available),8fff1084aa085a13,0
Thriller,34.93,34.93,0.00,In stock (4 available),ad15a9a139919918,0
Romance,12.87,12.87,0.00,In stock (4 available),2b69d289279aabfd,0
Default,48.94,48.94,0.00,In stock (4 available),a2dc754afb69bb32,0
Romance,13.38,13.38,0.00,In stock (4 available),aaebac5fda798b1b,0
Classics,58.63,58.63,0.00,In stock (4 available),2798974abc8a58a8,0
Womens Fiction,21.94,21.94,0.00,In stock (4 available),0812f54c93d726ce,0
Fiction,26.58,26.58,0.00,In stock (4 available),78a4ac98191ac675,0
Classics,57.22,57.22,0.00,In stock (4 available),1451b55e5e56bb89,0
Romance,56.43,56.43,0.00,In stock (4 available),aead11697d14ea36,0
Spirituality,55.65,55.65,0.00,In stock (4 available),f6ae39568db1130e,0
Religion,27.62,27.62,0.00,In stock (4 available),d12ca4020c2f602e,0
Horror,49.56,49.56,0.00,In stock (4 available),6e9403f00acd6752,0
Default,34.77,34.77,0.00,In stock (3 available),634b7165c96ebb9f,0
Classics,17.73,17.73,0.00,In stock (3 available),5a7ff9aaa3168878,0
Default,21.80,21.80,0.00,In stock (3 available),5d55202da0252627,0
Default,46.02,46.02,0.00,In stock (3 available),d30b9215c72cca87,0
Default,18.13,18.13,0.00,In stock (3 available),07bb35158d9dd3d2,0
Humor,30.89,30.89,0.00,In stock (3 available),dab0196cd5fc8e5e,0
Nonfiction,31.95,31.95,0.00,In stock (3 available),06bab964fd536971,0
Contemporary,24.04,24.04,0.00,In stock (3 available),be3db344a845580b,0
Young Adult,32.36,32.36,0.00,In stock (3 available),0e4e2d31c2fb3aad,0
Historical Fiction,21.07,21.07,0.00,In stock (3 available),7feac4000cbc5859,0
Nonfiction,50.66,50.66,0.00,In stock (3 available),52aa3d79b1cee455,0
Food and Drink,13.66,13.66,0.00,In stock (3 available),4672d10b9b1e7a05,0
Nonfiction,58.09,58.09,0.00,In stock (3 available),b830685072fa871f,0
Nonfiction,30.00,30.00,0.00,In stock (3 available),599a4f98bb193368,0
Young Adult,32.74,32.74,0.00,In stock (3 available),61bc8167c9680283,0
Default,41.93,41.93,0.00,In stock (3 available),b53078de0147f6bf,0
Womens Fiction,42.80,42.80,0.00,In stock (3 available),8ebad30219b8679c,0
Nonfiction,53.51,53.51,0.00,In stock (3 available),2173a2ce35f6ace1,0
Fiction,23.21,23.21,0.00,In stock (3 available),57f755143ee96fd4,0
Psychology,21.14,21.14,0.00,In stock (3 available),719d72f3ee512dc6,0
Childrens,56.07,56.07,0.00,In stock (3 available),75fed6a47f69859d,0
Sequential Art,14.41,14.41,0.00,In stock (3 available),a33ed2e6068df53e,0
Womens Fiction,45.75,45.75,0.00,In stock (3 available),813cff2aefa5d1f0,0
Thriller,15.77,15.77,0.00,In stock (3 available),2b685187f55c5d31,0
Add a comment,10.02,10.02,0.00,In stock (3 available),224fa77d4b248046,0
Childrens,48.77,48.77,0.00,In stock (3 available),3d15714d4d3d15dd,0
Horror,57.86,57.86,0.00,In stock (3 available),49f24193f0b961e6,0
Food and Drink,23.59,23.59,0.00,In stock (3 available),742702d662a71410,0
Mystery,23.05,23.05,0.00,In stock (3 available),f06039c29b5891fa,0
Sequential Art,55.55,55.55,0.00,In stock (3 available),91eb9605998a7c03,0
Fantasy,58.64,58.64,0.00,In stock (3 available),322a9e34d87f54b1,0
Travel,23.21,23.21,0.00,In stock (3 available),366a236aa1ea6f07,0
Biography,42.57,42.57,0.00,In stock (3 available),1a5044d233936b1a,0
Science Fiction,10.92,10.92,0.00,In stock (3 available),0e92ccf1bd39e68f,0
Add a comment,34.77,34.77,0.00,In stock (3 available),e2d47e82c50d41d9,0
Historical Fiction,35.66,35.66,0.00,In stock (3 available),3c456328b04a8ee8,0
Add a comment,37.19,37.19,0.00,In stock (3 available),0e7beedf0ee9380c,0
Romance,12.25,12.25,0.00,In stock (3 available),969f6c7e86554814,0
Classics,29.70,29.70,0.00,In stock (3 available),b9f6305a3d650e2c,0
Default,36.80,36.80,0.00,In stock (3 available),fa26798728f5208f,0
Romance,45.43,45.43,0.00,In stock (3 available),ee441c8e027caa66,0
Fiction,26.26,26.26,0.00,In stock (3 available),29d6d87f3418638b,0
Young Adult,44.92,44.92,0.00,In stock (3 available),3e42ac0f4d43320f,0
Womens Fiction,52.53,52.53,0.00,In stock (3 available),6263c1d2997b8ce0,0
Nonfiction,37.25,37.25,0.00,In stock (3 available),0baf71623648413a,0
Default,20.93,20.93,0.00,In stock (3 available),4266f48a0aa1c37d,0
Default,58.09,58.09,0.00,In stock (3 available),36c15687f5ab0f7c,0
Childrens,43.59,43.59,0.00,In stock (3 available),cf2f27fdf94ba20e,0
Business,33.92,33.92,0.00,In stock (3 available),70c7c3ca7f9b2728,0
Historical Fiction,55.55,55.55,0.00,In stock (3 available),476c7972e9b41891,0
Young Adult,29.64,29.64,0.00,In stock (3 available),35e69a79d2b1e804,0
Fiction,27.41,27.41,0.00,In stock (3 available),554e9e2d532b3a87,0
Fiction,52.51,52.51,0.00,In stock (3 available),ff6bb30dd0c482a6,0
Add a comment,47.80,47.80,0.00,In stock (3 available),a8b0ea6490bc818f,0
History,14.54,14.54,0.00,In stock (3 available),b5da59dd177eb36b,0
Historical Fiction,49.53,49.53,0.00,In stock (3 available),4a0a276409968a73,0
Default,43.58,43.58,0.00,In stock (3 available),c88422d8959260ab,0
Default,12.30,12.30,0.00,In stock (3 available),e2dac1f4739e0bd5,0
Horror,49.47,49.47,0.00,In stock (3 available),92dcc54a27107a37,0
Default,22.14,22.14,0.00,In stock (3 available),bfa9cb304075d3e8,0
Add a comment,57.48,57.48,0.00,In stock (3 available),8f5d16a5a9bd58b2,0
Mystery,43.45,43.45,0.00,In stock (3 available),dd003e904727281a,0
Add a comment,22.13,22.13,0.00,In stock (3 available),b3f2bc2cefb35f05,0
Science,13.03,13.03,0.00,In stock (3 available),c6bf14cb901c63ac,0
Science,57.35,57.35,0.00,In stock (3 available),63c0826ef59eae66,0
Womens Fiction,44.29,44.29,0.00,In stock (3 available),a6ab0cb7106a67f2,0
Default,52.25,52.25,0.00,In stock (3 available),f51062bf579507d9,0
Childrens,26.33,26.33,0.00,In stock (3 available),b22362b434e8ee62,0
Fiction,22.96,22.96,0.00,In stock (3 available),dabf11918b48b40c,0
Mystery,19.21,19.21,0.00,In stock (3 available),1be6d3b121865edb,0
Classics,26.78,26.78,0.00,In stock (3 available),cad70d6ffd53912f,0
Add a comment,41.32,41.32,0.00,In stock (3 available),23707d3ddf14a999,0
Add a comment,24.55,24.55,0.00,In stock (3 available),487449f4f6322f0f,0
Childrens,16.26,16.26,0.00,In stock (3 available),b7f475238ed50429,0
Add a comment,47.84,47.84,0.00,In stock (3 available),970bd3316219e7dc,0
Default,53.49,53.49,0.00,In stock (3 available),a75e274c8814b539,0
Sports and Games,44.84,44.84,0.00,In stock (3 available),08decd9664e5d56e,0
Add a comment,53.71,53.71,0.00,In stock (3 available),cd3dcd83bb002e78,0
Default,23.43,23.43,0.00,In stock (3 available),b04a6a0db525857d,0
Food and Drink,34.32,34.32,0.00,In stock (3 available),311634df10651e05,0
Fiction,22.10,22.10,0.00,In stock (3 available),2858ac90c4758e1f,0
Science,25.83,25.83,0.00,In stock (3 available),61002f3b7ba5d780,0
Nonfiction,36.74,36.74,0.00,In stock (3 available),a11ae5f07572ef49,0
Nonfiction,49.51,49.51,0.00,In stock (3 available),f08667e4c0458f37,0
Womens Fiction,48.96,48.96,0.00,In stock (3 available),ac27ab4bcd9c492e,0
Womens Fiction,54.62,54.62,0.00,In stock (3 available),3fc9d51d1c4d6ba7,0
Fantasy,24.72,24.72,0.00,In stock (3 available),feaaae90514eb2ac,0
Default,46.45,46.45,0.00,In stock (3 available),c57d3c96af23c297,0
Add a comment,52.33,52.33,0.00,In stock (3 available),07806456878931bc,0
Science,30.60,30.60,0.00,In stock (3 available),281a244ce1954711,0
Young Adult,14.57,14.57,0.00,In stock (3 available),510832818edb6fbc,0
Add a comment,46.29,46.29,0.00,In stock (3 available),5b2cd5b31a510848,0
Sequential Art,21.57,21.57,0.00,In stock (3 available),7b870bf85d01c2dc,0
Autobiography,12.91,12.91,0.00,In stock (3 available),28921443f052bea6,0
Add a comment,50.11,50.11,0.00,In stock (3 available),b4f5672f68ec3a83,0
Nonfiction,41.67,41.67,0.00,In stock (3 available),89cad3f37c9ce226,0
Business,44.88,44.88,0.00,In stock (3 available),8e9dd8431170c09e,0
Romance,11.10,11.10,0.00,In stock (3 available),ecdf73ee66c33b17,0
Childrens,28.54,28.54,0.00,In stock (3 available),4c8ece50736f9e88,0
Science Fiction,19.07,19.07,0.00,In stock (3 available),2ef5dc7e278e562a,0
Default,43.55,43.55,0.00,In stock (3 available),3c565df219ba3274,0
Sequential Art,43.63,43.63,0.00,In stock (3 available),9707989a439757b4,0
Sequential Art,39.13,39.13,0.00,In stock (3 available),cb62418129b864a3,0
Default,56.68,56.68,0.00,In stock (3 available),8e2dfd6bcf48e1e6,0
Nonfiction,14.16,14.16,0.00,In stock (3 available),09a7b0b566ad6225,0
Sequential Art,31.45,31.45,0.00,In stock (3 available),c59283b05905c853,0
Default,24.61,24.61,0.00,In stock (3 available),8378c899988905ee,0
Default,32.87,32.87,0.00,In stock (3 available),3250650a5c4e6f07,0
Nonfiction,40.17,40.17,0.00,In stock (3 available),cb65e49993db9a93,0
Nonfiction,13.51,13.51,0.00,In stock (3 available),c4d9fce9eff3b8ba,0
Travel,38.95,38.95,0.00,In stock (3 available),747cf7fca2ccdbd4,0
Humor,31.69,31.69,0.00,In stock (3 available),54aeeb4610d3ae08,0
Default,29.40,29.40,0.00,In stock (3 available),7ce5a92baabb6bc0,0
Nonfiction,57.83,57.83,0.00,In stock (3 available),7980fa06f2b704d8,0
Fantasy,55.46,55.46,0.00,In stock (3 available),e9056f9b5a40a301,0
Autobiography,57.60,57.60,0.00,In stock (3 available),abc4a7ee16c21088,0
Add a comment,34.98,34.98,0.00,In stock (3 available),546da23278482b0a,0
Autobiography,11.87,11.87,0.00,In stock (3 available),0dcadb06206abd3c,0
Fiction,12.47,12.47,0.00,In stock (3 available),4ef75307fb64e2ad,0
Science Fiction,33.26,33.26,0.00,In stock (3 available),4b3f4f151c99f472,0
Autobiography,59.04,59.04,0.00,In stock (3 available),c53d9fefcda371e9,0
Default,26.13,26.13,0.00,In stock (3 available),4ec53ff7e2263f32,0
Nonfiction,22.20,22.20,0.00,In stock (3 available),1de75f05d57bfc10,0
Nonfiction,45.11,45.11,0.00,In stock (3 available),1246e4ffeb5ac4ea,0
Young Adult,43.69,43.69,0.00,In stock (3 available),0ce8075fab4a2b5b,0
Default,25.02,25.02,0.00,In stock (3 available),d5e1a9bfe22bbf9f,0
Humor,55.50,55.50,0.00,In stock (3 available),190fbebbf798c31a,0
Young Adult,53.04,53.04,0.00,In stock (3 available),16e843e6b853cc2f,0
Fiction,44.97,44.97,0.00,In stock (3 available),a0dd11f6abc421ec,0
Nonfiction,42.38,42.38,0.00,In stock (3 available),d4a29356fc992879,0
Default,20.11,20.11,0.00,In stock (3 available),034829ffdd0a0aea,0
Nonfiction,56.70,56.70,0.00,In stock (3 available),a7c3f1010d64799a,0
Fiction,41.00,41.00,0.00,In stock (3 available),6c4646d90b60a56c,0
Nonfiction,28.85,28.85,0.00,In stock (3 available),d8292cd5f1aca291,0
Christian Fiction,49.97,49.97,0.00,In stock (3 available),61569d12d4ae7161,0
Womens Fiction,19.69,19.69,0.00,In stock (3 available),6b32b561dab8036c,0
Nonfiction,28.88,28.88,0.00,In stock (3 available),8010c7c148057fd3,0
Food and Drink,33.14,33.14,0.00,In stock (3 available),6c4d17a46cac8787,0
History,43.70,43.70,0.00,In stock (3 available),1812b8f5641287e3,0
Horror,54.89,54.89,0.00,In stock (3 available),557c03c284be1bf2,0
Childrens,37.52,37.52,0.00,In stock (3 available),cc1ac978a6835ef6,0
Humor,51.07,51.07,0.00,In stock (3 available),0cb4856be3694a57,0
Fantasy,44.07,44.07,0.00,In stock (3 available),b003f8bb02f76dc5,0
Childrens,10.79,10.79,0.00,In stock (3 available),621e2c310cec8d32,0
Sequential Art,42.72,42.72,0.00,In stock (3 available),4f6985aca357ae09,0
Nonfiction,26.66,26.66,0.00,In stock (3 available),c300cc9326592b65,0
Default,37.60,37.60,0.00,In stock (3 available),d5c588b6f9c015e4,0
Young Adult,42.21,42.21,0.00,In stock (3 available),984b3b6e7479b571,0
Historical Fiction,46.83,46.83,0.00,In stock (3 available),41fc5dce044f16f5,0
Sequential Art,45.17,45.17,0.00,In stock (3 available),d5f5a122a593b580,0
Sports and Games,51.22,51.22,0.00,In stock (3 available),a9aa3ed5b316470b,0
Add a comment,21.28,21.28,0.00,In stock (3 available),2ed3a794a70aa85f,0
Adult Fiction,15.36,15.36,0.00,In stock (3 available),ed813a848580ba50,0
Default,38.62,38.62,0.00,In stock (3 available),147019cae600694e,0
Mystery,25.40,25.40,0.00,In stock (3 available),588ba85ff11a3263,0
Fantasy,43.87,43.87,0.00,In stock (3 available),b843f52a986a2914,0
Default,18.74,18.74,0.00,In stock (3 available),73f71f9556442117,0
Science Fiction,54.86,54.86,0.00,In stock (3 available),36d5884d44484277,0
Default,52.62,52.62,0.00,In stock (3 available),a7ec599c1a547746,0
Science Fiction,51.48,51.48,0.00,In stock (3 available),98330e431e56a9ea,0
Nonfiction,15.28,15.28,0.00,In stock (3 available),81372abc86f65c79,0
Default,39.24,39.24,0.00,In stock (3 available),04d858cdeeee0da4,0
Default,17.81,17.81,0.00,In stock (3 available),d234ddecef49ef4e,0
Fantasy,56.02,56.02,0.00,In stock (3 available),468bd274ac084bb9,0
Default,23.90,23.90,0.00,In stock (3 available),66937c669c4da072,0
Fiction,49.13,49.13,0.00,In stock (3 available),c9782ad2a0ed9331,0
Childrens,10.62,10.62,0.00,In stock (3 available),157f693d9e600ccc,0
Add a comment,36.17,36.17,0.00,In stock (3 available),dbe33cf29ef1623d,0
Psychology,59.95,59.95,0.00,In stock (3 available),396385e3de5d18c3,0
Young Adult,26.09,26.09,0.00,In stock (3 available),7e9579921e5407cb,0
Parenting,37.35,37.35,0.00,In stock (3 available),ef49db2aaa9bb547,0
Mystery,24.72,24.72,0.00,In stock (3 available),b461cf238506c5b8,0
Default,35.28,35.28,0.00,In stock (3 available),bbfc4a3b7b6c94a0,0
Nonfiction,51.32,51.32,0.00,In stock (3 available),fd2337c1b73b686e,0
Young Adult,21.12,21.12,0.00,In stock (3 available),8e0bc2fe4e7d35b5,0
Nonfiction,27.35,27.35,0.00,In stock (3 available),e256de8aa0c2115f,0
Nonfiction,21.74,21.74,0.00,In stock (3 available),0bbc48294707ba96,0
Nonfiction,40.87,40.87,0.00,In stock (3 available),860318b8e244f39c,0
Sequential Art,49.31,49.31,0.00,In stock (3 available),15f415d436888b2d,0
Fiction,22.11,22.11,0.00,In stock (3 available),d3f9c4539c0caa64,0
Historical Fiction,20.79,20.79,0.00,In stock (3 available),155e42df837ee5ff,0
Romance,27.41,27.41,0.00,In stock (3 available),67dea6c75d6a1075,0
Classics,38.35,38.35,0.00,In stock (3 available),3fb69f34e178d494,0
Default,21.55,21.55,0.00,In stock (3 available),5439bae708bca198,0
Sequential Art,38.02,38.02,0.00,In stock (3 available),1d89a2aa9f6ce50f,0
Fantasy,22.06,22.06,0.00,In stock (3 available),5d22e2a46604b6e7,0
Childrens,10.66,10.66,0.00,In stock (3 available),ef9c4f2465513956,0
Nonfiction,56.58,56.58,0.00,In stock (3 available),da0349a87c8caa2f,0
Young Adult,36.83,36.83,0.00,In stock (3 available),7bf87402413c27ff,0
Classics,35.01,35.01,0.00,In stock (3 available),cfe350b20d23b02b,0
Nonfiction,30.48,30.48,0.00,In stock (3 available),bcee4f289ff6699c,0
Default,14.08,14.08,0.00,In stock (3 available),5dbd6ec4e154ad2f,0
Fantasy,31.22,31.22,0.00,In stock (3 available),87beabf664115d79,0
Autobiography,54.29,54.29,0.00,In stock (3 available),c9770bb1d5a492a0,0
Psychology,31.04,31.04,0.00,In stock (3 available),f5873c8fc7760000,0
Add a comment,50.96,50.96,0.00,In stock (3 available),165affa7adb5eded,0
Nonfiction,11.89,11.89,0.00,In stock (2 available),d2185b65af52d68c,0
Add a comment,31.38,31.38,0.00,In stock (2 available),4130678275eb7c8c,0
Sequential Art,54.81,54.81,0.00,In stock (2 available),276dc716b1da8899,0
Fiction,16.78,16.78,0.00,In stock (2 available),f3c76b53b239f511,0
Sports and Games,24.42,24.42,0.00,In stock (2 available),ce42e3de94226b2b,0
Sequential Art,11.75,11.75,0.00,In stock (2 available),9189fd009df41d0e,0
Philosophy,20.02,20.02,0.00,In stock (2 available),b0e479be03911916,0
Young Adult,12.86,12.86,0.00,In stock (2 available),6fa3ea52c8e31e06,0
Music,31.58,31.58,0.00,In stock (2 available),637e5a45062aa548,0
Nonfiction,34.00,34.00,0.00,In stock (2 available),fb495f9f9015a772,0
Nonfiction,57.42,57.42,0.00,In stock (2 available),b6d3f4f4ee1f6069,0
Young Adult,53.47,53.47,0.00,In stock (2 available),97b8f130d32e9f4e,0
Sequential Art,11.64,11.64,0.00,In stock (2 available),c0db71f6bb14db11,0
Childrens,52.88,52.88,0.00,In stock (2 available),d7b463918d3b8c39,0
Sequential Art,18.51,18.51,0.00,In stock (1 available),09d26b5f819c6a36,0
Historical Fiction,41.32,41.32,0.00,In stock (1 available),8ceb5c6aed2c5f8b,0
Romance,39.77,39.77,0.00,In stock (1 available),def389ddfda6991b,0
Fiction,51.96,51.96,0.00,In stock (1 available),c5f91eb481427dc5,0
Art,39.51,39.51,0.00,In stock (1 available),66a4e422b212726a,0
Paranormal,15.40,15.40,0.00,In stock (1 available),e7e87087b1a44711,0
Fantasy,53.82,53.82,0.00,In stock (1 available),dab5e75d1339706a,0
Poetry,30.95,30.95,0.00,In stock (1 available),e63c3f25338baf9a,0
Nonfiction,57.82,57.82,0.00,In stock (1 available),0268f149d014b389,0
Science Fiction,44.18,44.18,0.00,In stock (1 available),460f97a346b44bac,0
Romance,48.71,48.71,0.00,In stock (1 available),d6d98d3508c30f57,0
Default,19.69,19.69,0.00,In stock (1 available),9c96cd1329fbd82d,0
Sequential Art,36.52,36.52,0.00,In stock (1 available),dac9d1e654fac737,0
Nonfiction,41.56,41.56,0.00,In stock (1 available),6514add13c82b115,0
Classics,43.19,43.19,0.00,In stock (1 available),32d035df92ab9080,0
Fiction,12.34,12.34,0.00,In stock (1 available),b78deb463531d078,0
Fantasy,36.25,36.25,0.00,In stock (1 available),9e9932ae1a7d0943,0
Science,29.45,29.45,0.00,In stock (1 available),6f2c0a9adbb2bca9,0
Historical Fiction,34.56,34.56,0.00,In stock (1 available),38f776ab9118aed7,0
Sequential Art,54.12,54.12,0.00,In stock (1 available),5faefdc861684eb1,0
Add a comment,33.78,33.78,0.00,In stock (1 available),0ec9d2b018fb10d8,0
Add a comment,29.64,29.64,0.00,In stock (1 available),f0512adadffd2480,0
Mystery,57.70,57.70,0.00,In stock (1 available),b0913e67d38d5ed5,0
Philosophy,36.34,36.34,0.00,In stock (1 available),5c10b64db3e4f228,0
Default,50.59,50.59,0.00,In stock (1 available),c8614adb1a90b027,0
Fantasy,29.38,29.38,0.00,In stock (1 available),c40b70e0f6d80189,0
Classics,45.42,45.42,0.00,In stock (1 available),1aeca7d078d57deb,0
Add a comment,54.43,54.43,0.00,In stock (1 available),04e43893e32f9d29,0
Science Fiction,36.26,36.26,0.00,In stock (1 available),16c71736dae78764,0
Add a comment,16.16,16.16,0.00,In stock (1 available),86d8bd7afa5b51b3,0
New Adult,36.29,36.29,0.00,In stock (1 available),6e473eff459e809f,0
Young Adult,27.89,27.89,0.00,In stock (1 available),fff8a057a40c4a60,0
Mystery,12.29,12.29,0.00,In stock (1 available),4280ac3eab57aa5d,0
Mystery,15.85,15.85,0.00,In stock (1 available),ee61197edb882599,0
Nonfiction,14.40,14.40,0.00,In stock (1 available),09659d1639a1f978,0
Womens Fiction,19.18,19.18,0.00,In stock (1 available),29fc016c459aeb14,0
Sequential Art,10.64,10.64,0.00,In stock (1 available),3301af038a720587,0
Add a comment,14.76,14.76,0.00,In stock (1 available),18b4545a5ed15581,0
Religion,57.49,57.49,0.00,In stock (1 available),f3a0b8c835129558,0
Fiction,30.66,30.66,0.00,In stock (1 available),dfb0849016bc122c,0
Young Adult,40.83,40.83,0.00,In stock (1 available),5bc1fbccfbf2355c,0
Default,18.88,18.88,0.00,In stock (1 available),a7eef9d6795422c1,0
Historical Fiction,25.83,25.83,0.00,In stock (1 available),e25164e5b3fe208b,0
Sequential Art,42.12,42.12,0.00,In stock (1 available),2ac720f76384c57e,0
Fantasy,13.33,13.33,0.00,In stock (1 available),3a9a7c5895e82646,0
Default,42.40,42.40,0.00,In stock (1 available),9ed7090d8fa690b0,0
New Adult,58.35,58.35,0.00,In stock (1 available),c068c013d6921fea,0
Fantasy,21.72,21.72,0.00,In stock (1 available),229cd6564bf0dce4,0
Sports and Games,44.91,44.91,0.00,In stock (1 available),132adf7335bb384a,0
Classics,37.46,37.46,0.00,In stock (1 available),35e44170702139a4,0
Sequential Art,28.48,28.48,0.00,In stock (1 available),4f64568dfefa3ce7,0
Romance,28.34,28.34,0.00,In stock (1 available),9efb397067eb7e8a,0
Sequential Art,46.96,46.96,0.00,In stock (1 available),3cdca3b4a93980f5,0
Default,24.96,24.96,0.00,In stock (1 available),849db7ab7f4a640c,0
Sequential Art,21.71,21.71,0.00,In stock (1 available),bcbcbcf0f6ed196f,0
Sequential Art,29.87,29.87,0.00,In stock (1 available),326825e02a198cf6,0
Fantasy,28.99,28.99,0.00,In stock (1 available),8932e5c12f12ffed,0
Fantasy,52.94,52.94,0.00,In stock (1 available),7ea31f38675b91c1,0
Default,32.36,32.36,0.00,In stock (1 available),9ff997ab15713e53,0
Music,55.66,55.66,0.00,In stock (1 available),a1985630339f4b3d,0
New Adult,39.45,39.45,0.00,In stock (1 available),b6f1cfadc4dd79d4,0
Classics,47.11,47.11,0.00,In stock (1 available),39592d9d72e717c4,0
Fantasy,58.75,58.75,0.00,In stock (1 available),63e20a0f98218a87,0
Romance,38.92,38.92,0.00,In stock (1 available),fd78f89878479f56,0
Sequential Art,39.39,39.39,0.00,In stock (1 available),35a60467893aa168,0
Philosophy,25.89,25.89,0.00,In stock (1 available),4f19709e47883df5,0
Childrens,28.34,28.34,0.00,In stock (1 available),1053fb7ee17a1f33,0
Historical Fiction,27.70,27.70,0.00,In stock (1 available),d510567580c8be52,0
Add a comment,24.89,24.89,0.00,In stock (1 available),71a6471bbdac21d9,0
Romance,58.99,58.99,0.00,In stock (1 available),6e712ea24e77bd96,0
Fiction,57.20,57.20,0.00,In stock (1 available),06f6a57a6d532844,0
Default,38.43,38.43,0.00,In stock (1 available),8d390a1fc3133d06,0
Romance,34.74,34.74,0.00,In stock (1 available),f28f7299d38c0932,0
Sports and Games,40.44,40.44,0.00,In stock (1 available),3455b45888fb5053,0
Sequential Art,45.24,45.24,0.00,In stock (1 available),6fe02600f322a0a9,0
Science Fiction,34.96,34.96,0.00,In stock (1 available),6717a70913b3db79,0
Sequential Art,56.76,56.76,0.00,In stock (1 available),eb0fe24bbc845ecc,0
Sequential Art,40.28,40.28,0.00,In stock (1 available),72e6fbf4f6382557,0
Default,38.00,38.00,0.00,In stock (1 available),a492f49a3e2b6a71,0
Music,28.80,28.80,0.00,In stock (1 available),e564c3f1a93ccf2e,0
Romance,39.24,39.24,0.00,In stock (1 available),6390772a3094939d,0
Classics,32.93,32.93,0.00,In stock (1 available),2e69730561ed70ad,0
Nonfiction,51.32,51.32,0.00,In stock (1 available),df56868afd166557,0
Romance,47.09,47.09,0.00,In stock (1 available),0072b94dfa30608e,0
Religion,28.42,28.42,0.00,In stock (1 available),a812f6969ddf3e39,0
Childrens,22.85,22.85,0.00,In stock (1 available),1774749f2cee292f,0
Romance,41.24,41.24,0.00,In stock (1 available),a96404cb928895f3,0
Fiction,39.07,39.07,0.00,In stock (1 available),230ac636ea0ea415,0
Womens Fiction,29.82,29.82,0.00,In stock (1 available),a2b4b685dfa94733,0
Romance,37.26,37.26,0.00,In stock (1 available),abc0b15f2c907ff0,0
Mystery,20.30,20.30,0.00,In stock (1 available),95cdfd514098c38b,0
Sequential Art,34.65,34.65,0.00,In stock (1 available),099fae4a0705d63b,0
Philosophy,43.38,43.38,0.00,In stock (1 available),08672cd59171d5e4,0
Classics,55.53,55.53,0.00,In stock (1 available),cd2a2a70dd5d176d,0
Sequential Art,57.06,57.06,0.00,In stock (1 available),bfd5e1701c862ac3,0
Historical Fiction,16.97,16.97,0.00,In stock (1 available),19fec36a1dfb4c16,0
Mystery,53.98,53.98,0.00,In stock (1 available),f684a82adc49f011,0
Travel,26.08,26.08,0.00,In stock (1 available),228ba5e7577e1d49,0
